season,game_id,week,is_home,opponent,league_team_count,points_scored,points_allowed,margin_of_victory,win,cum_points_for_sum,cum_points_against_sum,cum_margin_sum,cumulative_wins,cumulative_win_pct,cum_win_pct,cum_win_pct_rank_vs_league,cum_win_pct_z_vs_league,turnovers_committed,turnovers_forced,turnover_differential,cum_tov_diff,cum_tov_diff_per_game,cum_tov_diff_per_game_rank_vs_league,cum_tov_diff_per_game_z_vs_league,total_yards_gained,total_yards_allowed,cum_yards_gained_sum,cum_yards_allowed_sum,cum_yards_gained_per_game,cum_yards_allowed_per_game,cum_yards_gained_per_game_rank_vs_league,cum_yards_gained_per_game_z_vs_league,cum_yards_allowed_per_game_rank_vs_league,cum_yards_allowed_per_game_z_vs_league,rush_yards,rush_yards_allowed,cum_rush_yards_sum,cum_rush_yards_allowed_sum,cum_rush_yards_per_game,cum_rush_yards_allowed_per_game,cum_rush_yards_per_game_rank_vs_league,cum_rush_yards_per_game_z_vs_league,cum_rush_yards_allowed_per_game_rank_vs_league,cum_rush_yards_allowed_per_game_z_vs_league,pass_yards,pass_yards_allowed,cum_pass_yards_sum,cum_pass_yards_allowed_sum,cum_pass_yards_per_game,cum_pass_yards_allowed_per_game,cum_pass_yards_per_game_rank_vs_league,cum_pass_yards_per_game_z_vs_league,cum_pass_yards_allowed_per_game_rank_vs_league,cum_pass_yards_allowed_per_game_z_vs_league,total_off_epa,total_def_epa,cum_total_off_epa_sum,cum_total_def_epa_sum,cum_total_off_epa_per_game,cum_total_def_epa_per_game,cum_total_off_epa_per_game_rank_vs_league,cum_total_off_epa_per_game_z_vs_league,cum_total_def_epa_per_game_rank_vs_league,cum_total_def_epa_per_game_z_vs_league,rush_off_epa,rush_def_epa,cum_rush_off_epa_sum,cum_rush_def_epa_sum,cum_rush_off_epa_per_game,cum_rush_def_epa_per_game,cum_rush_off_epa_per_game_rank_vs_league,cum_rush_off_epa_per_game_z_vs_league,cum_rush_def_epa_per_game_rank_vs_league,cum_rush_def_epa_per_game_z_vs_league,pass_off_epa,pass_def_epa,cum_pass_off_epa_sum,cum_pass_def_epa_sum,cum_pass_off_epa_per_game,cum_pass_def_epa_per_game,cum_pass_off_epa_per_game_rank_vs_league,cum_pass_off_epa_per_game_z_vs_league,cum_pass_def_epa_per_game_rank_vs_league,cum_pass_def_epa_per_game_z_vs_league,rz_drives,rz_td_drives,rz_td_pct,cum_rz_off_td_drives,cum_rz_off_drives,cum_rz_off_td_pct,cum_rz_off_td_pct_rank_vs_league,cum_rz_off_td_pct_z_vs_league,rz_drives_allowed,rz_td_drives_allowed,rz_td_pct_allowed,cum_rz_def_td_drives,cum_rz_def_drives,cum_rz_def_td_pct_allowed,cum_rz_def_td_pct_allowed_rank_vs_league,cum_rz_def_td_pct_allowed_z_vs_league,sacks_allowed,qb_hits_allowed,pressures_allowed,cum_sacks_allowed_sum,cum_qb_hits_allowed_sum,cum_pressures_allowed_sum,cum_sacks_allowed_per_game,cum_qb_hits_allowed_per_game,cum_pressures_allowed_per_game,cum_sacks_allowed_per_game_rank_vs_league,cum_sacks_allowed_per_game_z_vs_league,cum_qb_hits_allowed_per_game_rank_vs_league,cum_qb_hits_allowed_per_game_z_vs_league,cum_pressures_allowed_per_game_rank_vs_league,cum_pressures_allowed_per_game_z_vs_league,sacks_caused,qb_hits_caused,pressures_caused,cum_sacks_caused_sum,cum_qb_hits_caused_sum,cum_pressures_caused_sum,cum_sacks_caused_per_game,cum_qb_hits_caused_per_game,cum_pressures_caused_per_game,cum_sacks_caused_per_game_rank_vs_league,cum_sacks_caused_per_game_z_vs_league,cum_qb_hits_caused_per_game_rank_vs_league,cum_qb_hits_caused_per_game_z_vs_league,cum_pressures_caused_per_game_rank_vs_league,cum_pressures_caused_per_game_z_vs_league,rush_attempts,pass_attempts,total_tds,phi_srs_week,opp_srs_week,expected_mov_srs,quality_of_win_srs,home_team,away_team,home_score,away_score,loss,cumulative_losses,cumulative_turnover_differential,rush_tds,pass_tds,cum_win_pts
2021,2021_05_PHI_CAR,5,FALSE,CAR,32,21,18,3,TRUE,115,124,-9,2,0.4,0.4,17,-0.4,2,3,1,1,0.2,13,0.254000254,275,267,1869,1684,373.8,336.8,14,0.243964342,9,-0.533686523,91,109,586,710,117.2,142,13,0.164795731,30,1.196590346,184,158,1283,974,256.6,194.8,12,0.178469633,3,-1.36293963,-19.64780881,-20.91725048,0.87747708,4.66044091,0.175495416,0.932088182,20,-0.255026907,15,-0.116722306,-0.159199454,-0.098913927,-0.422060825,-2.212214316,-0.084412165,-0.442442863,8,0.473785538,19,0.369337016,-0.403635521,-0.448745817,1.299537905,6.872655226,0.259907581,1.374531045,24,-0.491136214,12,-0.262211381,4,2,0.5,12,19,0.631578947,21,-0.199972305,3,1,0.333333333,14,19,0.736842105,24,0.614506314,2,4,6,10,19,29,2,3.8,5.8,14,-0.325917937,4,-1.267260019,4,-1.095276118,3,8,11,11,28,39,2.2,5.6,7.8,13,-0.07963291,15,0,17,-0.029567994,22,40,2,0.903132062,5.486895128,-4.583763066,7.583763066,CAR,PHI,18,21,FALSE,3,1,2,0,2
2021,2021_06_TB_PHI,6,TRUE,TB,28,22,28,-6,FALSE,137,152,-15,2,0.333333333,0.333333333,19,-0.709475655,1,1,0,1,0.166666667,13,0.160914013,215,399,2084,2083,347.3333333,347.1666667,18,-0.389558772,10,-0.374644717,100,102,686,812,114.3333333,135.3333333,13,0.017557014,24,0.960306335,115,297,1398,1271,233,211.8333333,21,-0.458384599,5,-1.063165345,1.006032544,13.68721439,1.883509624,18.3476553,0.313918271,3.057942551,18,-0.329770159,19,0.199854725,0.399046418,0.006175612,7.15982111,-2.020770358,1.193303518,-0.33679506,5,1.010103334,20,0.414687422,-0.226753427,0.321327867,-5.276311486,20.36842566,-0.879385248,3.39473761,21,-0.776925822,15,0.07381702,3,3,1,15,22,0.681818182,8,0.523105426,5,4,0.8,18,24,0.75,24,0.74957156,2,5,7,12,24,36,2,4,6,10,-0.344010458,4,-1.126413249,5,-0.988598406,0,3,3,11,31,42,1.833333333,5.166666667,7,21,-0.760893855,15,-0.286415604,20,-0.534186116,19,29,3,-0.767648693,6.880152381,-7.647801074,1.647801074,PHI,TB,22,28,TRUE,4,1,2,1,2
2021,2021_07_PHI_LV,7,FALSE,LV,26,22,33,-11,FALSE,159,185,-26,2,0.285714286,0.285714286,19,-0.787141269,2,1,-1,0,0,9,0.08814119,360,442,2444,2525,349.1428571,360.7142857,16,-0.068682335,14,0.028833341,135,119,821,931,117.2857143,133,11,0.277033521,24,1.145226571,225,323,1623,1594,231.8571429,227.7142857,15,-0.230353485,9,-0.67432049,1.939890327,13.62912651,3.823399951,31.97678182,0.546199993,4.568111688,16,-0.075456107,18,0.547781141,-0.069408634,-0.162539726,4.938744813,-6.734422419,0.705534973,-0.962060346,3,0.947169156,17,0.243320216,0.112458557,0.539493487,-1.115344862,38.71120424,-0.15933498,5.530172034,19,-0.446088212,19,0.493405547,4,3,0.75,18,26,0.692307692,8,0.421237814,6,4,0.666666667,22,30,0.733333333,22,0.917252665,2,7,9,14,31,45,2,4.428571429,6.428571429,7,-0.523855258,5,-0.912968364,4,-0.913994281,0,2,2,11,33,44,1.571428571,4.714285714,6.285714286,25,-1.517855143,17,-0.635031793,21,-1.012067307,32,37,3,-3.084225027,-0.196684538,-2.887540489,-8.112459511,LV,PHI,33,22,TRUE,5,0,1,2,2
2021,2021_08_PHI_DET,8,FALSE,DET,30,44,6,38,TRUE,203,191,12,3,0.375,0.375,20,-0.475743932,0,1,1,1,0.125,12,0.184665522,350,228,2794,2753,349.25,344.125,16,-0.11638663,9,-0.367727538,236,57,1057,988,132.125,123.5,5,0.9395058,23,0.60642795,114,171,1737,1765,217.125,220.625,25,-0.660033317,8,-0.779770095,14.24099217,-23.90277997,18.06439212,8.074001849,2.258049015,1.009250231,14,0.219542518,15,-0.03556426,0.277599369,-0.128277274,17.70831579,-9.043413345,2.213539474,-1.130426668,3,1.712809808,12,-0.155904315,0.091963824,-0.526677781,0.356076329,17.11741519,0.044509541,2.139676899,21,-0.381482388,16,0.009252288,5,4,0.8,22,31,0.709677419,6,0.933119553,1,1,1,23,31,0.741935484,28,1.32177812,0,0,0,14,31,45,1.75,3.875,5.625,10,-0.671639501,4,-1.320836271,4,-1.293259833,6,12,18,17,45,62,2.125,5.625,7.75,19,-0.237950301,11,0.304417511,15,0.163140597,46,16,4,1.080096407,-11.99094769,13.0710441,24.9289559,DET,PHI,6,44,FALSE,5,1,4,0,3
2021,2021_09_LAC_PHI,9,TRUE,LAC,28,24,27,-3,FALSE,227,218,9,3,0.333333333,0.333333333,22,-0.964995339,0,0,0,1,0.111111111,14,0.157966572,331,447,3125,3200,347.2222222,355.5555556,15,-0.226956091,14,0.099871919,176,89,1233,1077,137,119.6666667,6,0.99182396,18,0.377494731,155,358,1892,2123,210.2222222,235.8888889,24,-0.930808884,12,-0.133731106,12.71684223,19.43745311,30.78123435,27.51145496,3.42013715,3.056828328,13,0.472451786,19,0.502456944,0.182141631,-0.12688991,24.8118394,-12.46944092,2.756871044,-1.385493436,1,1.82286117,8,-0.307189794,0.311851035,0.586243094,5.969394954,39.98089588,0.663266106,4.442321764,20,-0.338438209,21,0.684579769,4,3,0.75,25,35,0.714285714,6,1.197263089,6,3,0.5,26,37,0.702702703,21,0.830219674,1,2,3,15,33,48,1.666666667,3.666666667,5.333333333,6,-0.936568339,2,-1.792355619,3,-1.802647662,0,0,0,17,45,62,1.888888889,5,6.888888889,22,-0.875011551,17,-0.45271689,19,-0.709603328,39,18,3,0.280428906,0.965934512,-0.685505606,-2.314494394,PHI,LAC,24,27,TRUE,6,1,2,1,3
2021,2021_10_PHI_DEN,10,FALSE,DEN,28,30,13,17,TRUE,257,231,26,4,0.4,0.4,22,-0.644622574,1,1,0,1,0.1,13,0.100471678,386,308,3511,3508,351.1,350.8,15,-0.207104923,13,-0.01693965,216,96,1449,1173,144.9,117.3,3,1.492034192,19,0.344546741,170,212,2062,2335,206.2,233.5,25,-1.188649784,12,-0.233028763,8.193700585,-14.3525499,38.97493494,13.15890505,3.897493494,1.315890505,9,0.561484098,15,0.154065302,0.080055328,-0.504874093,27.93399719,-21.5571746,2.793399719,-2.15571746,1,2.056329832,8,-0.652181491,0.202861712,-0.14229233,11.04093775,34.71607966,1.104093775,3.471607966,18,-0.257369548,16,0.408572585,4,2,0.5,27,39,0.692307692,7,0.811563441,5,1,0.2,27,42,0.642857143,15,0.093922818,2,3,5,17,36,53,1.7,3.6,5.3,6,-0.80038753,3,-1.707650263,2,-1.639044018,1,3,4,18,48,66,1.8,4.8,6.6,23,-0.9204489,22,-0.745694688,25,-0.925892948,39,25,2,2.749393002,-0.350843742,3.100236744,13.89976326,DEN,PHI,13,30,FALSE,6,1,0,2,4
2021,2021_11_NO_PHI,11,TRUE,NO,30,40,29,11,TRUE,297,260,37,5,0.454545455,0.454545455,19,-0.192906537,1,3,2,3,0.272727273,11,0.459734551,380,323,3891,3831,353.7272727,348.2727273,15,0.110194549,11,-0.124390747,242,109,1691,1282,153.7272727,116.5454545,2,1.807742903,19,0.212766104,138,214,2200,2549,200,231.7272727,27,-1.045650133,11,-0.256070754,-0.866009377,-10.77483904,38.10892556,2.384066017,3.464447778,0.216733274,11,0.649524787,13,-0.106296629,-0.027893513,-0.114533424,26.53932154,-24.07690993,2.412665595,-2.188809994,2,1.76773609,6,-0.869301968,0.019580232,-0.201343993,11.56960402,26.46097595,1.051782183,2.405543268,15,-0.041250252,15,0.171360217,5,3,0.6,30,44,0.681818182,8,0.729716046,5,4,0.8,31,47,0.659574468,20,0.335425304,3,7,10,20,43,63,1.818181818,3.909090909,5.727272727,7,-0.74849743,3,-1.653397823,2,-1.596397103,0,5,5,18,53,71,1.636363636,4.818181818,6.454545455,28,-1.367732902,24,-0.62451164,27,-0.983796047,50,27,3,3.772491017,4.379146916,-0.606655899,11.6066559,PHI,NO,40,29,FALSE,6,3,3,0,5
2021,2021_12_PHI_NYG,12,FALSE,NYG,30,7,13,-6,FALSE,304,273,31,5,0.416666667,0.416666667,21,-0.393349984,4,0,-4,-1,-0.083333333,15,-0.12157982,332,264,4223,4095,351.9166667,341.25,16,0.151002341,10,-0.310861271,208,70,1899,1352,158.25,112.6666667,1,2.131149556,15,-0.017865904,124,194,2324,2743,193.6666667,228.5833333,28,-1.166352826,10,-0.331140276,-12.37292788,-3.11539048,25.73599768,-0.731324464,2.144666474,-0.060943705,12,0.482924883,11,-0.144898694,0.159353932,-0.247815524,31.79800129,-30.76792908,2.649833441,-2.56399409,2,1.980842039,5,-1.121436915,-0.550987738,0.11534286,-6.062003604,30.03660462,-0.505166967,2.503050385,20,-0.371092318,19,0.278064462,3,1,0.333333333,31,47,0.659574468,8,0.454868096,3,1,0.333333333,32,50,0.64,16,0.088936493,1,2,3,21,45,66,1.75,3.75,5.5,6,-0.872831657,2,-1.933250732,3,-1.781542328,1,5,6,19,58,77,1.583333333,4.833333333,6.416666667,28,-1.593907397,21,-0.526580533,27,-0.969616429,33,32,1,2.416573957,-3.62309651,6.039670467,-12.03967047,NYG,PHI,13,7,TRUE,7,-1,1,0,5
2021,2021_13_PHI_NYJ,13,FALSE,NYJ,28,33,18,15,TRUE,337,291,46,6,0.461538462,0.461538462,17,-0.147726655,0,1,1,0,0,14,-0.007446658,418,281,4641,4376,357,336.6153846,13,0.233316741,8,-0.550549879,185,70,2084,1422,160.3076923,109.3846154,1,2.360440533,10,-0.303578889,233,211,2557,2954,196.6923077,227.2307692,26,-1.147573139,8,-0.404303311,15.55227398,0.342248377,41.28827166,-0.389076086,3.176020897,-0.02992893,10,0.639023881,13,-0.108397453,0.032956353,-0.039071322,33.14921175,-31.43214155,2.549939366,-2.417857043,2,2.146222381,4,-1.140778366,0.525965315,0.024547826,8.139059912,31.04306547,0.626081532,2.387928113,17,-0.16359291,16,0.246508395,5,3,0.6,34,52,0.653846154,9,0.280916555,3,3,1,35,53,0.660377358,20,0.488698341,2,3,5,23,48,71,1.769230769,3.692307692,5.461538462,9,-0.724574971,4,-1.684414926,3,-1.510384153,2,4,6,21,62,83,1.615384615,4.769230769,6.384615385,25,-1.303318531,18,-0.53841074,23,-0.888487973,41,27,3,2.665649483,-11.09401197,13.75966146,1.240338543,NYJ,PHI,18,33,FALSE,7,0,1,2,6
2021,2021_15_WAS_PHI,15,TRUE,WAS,32,27,17,10,TRUE,364,308,56,7,0.5,0.5,16,0,2,0,-2,-2,-0.142857143,19,-0.25012216,519,237,5160,4613,368.5714286,329.5,11,0.654510821,11,-0.623194425,238,63,2322,1485,165.8571429,106.0714286,1,2.468614239,10,-0.512433818,281,174,2838,3128,202.7142857,223.4285714,24,-0.887310346,11,-0.357340109,8.591952379,-7.008618236,49.88022404,-7.397694322,3.562873146,-0.528406737,10,0.773707685,16,-0.076834039,0.062904506,-0.202772625,35.7282965,-35.69036668,2.552021178,-2.549311906,2,1.959254731,4,-1.229006059,0.207340263,-0.083345246,14.15192755,28.29267236,1.010851968,2.020905169,15,0.077459212,21,0.368299444,6,3,0.5,37,58,0.637931034,13,0.310802439,3,2,0.666666667,37,56,0.660714286,24,0.551650172,3,3,6,26,51,77,1.857142857,3.642857143,5.5,7,-0.830980319,2,-1.846918737,2,-1.751199729,2,7,9,23,69,92,1.642857143,4.928571429,6.571428571,30,-1.435295635,22,-0.463731975,27,-0.888501419,41,29,3,3.199858504,-2.986486271,6.186344775,3.813655225,PHI,WAS,27,17,FALSE,7,-2,2,1,7
2021,2021_16_NYG_PHI,16,TRUE,NYG,32,34,10,24,TRUE,398,318,80,8,0.533333333,0.533333333,12,0.196827133,0,2,2,0,0,18,-1.22E-17,324,192,5484,4805,365.6,320.3333333,13,0.578327964,5,-0.983124175,130,84,2452,1569,163.4666667,104.6,1,2.594959076,9,-0.610782083,194,108,3032,3236,202.1333333,215.7333333,25,-0.878164711,9,-0.648429994,1.346493599,-26.25721098,51.22671764,-33.65490531,3.41511451,-2.243660354,11,0.710950978,11,-0.53509209,0.001388151,-0.227887882,35.76994102,-41.8433395,2.384662735,-2.789555967,2,1.909650804,3,-1.352021362,0.043494969,-0.437048656,15.45677662,8.188434195,1.030451775,0.545895613,16,0.060895936,17,-0.062581079,6,3,0.5,40,64,0.625,14,0.17709613,1,1,1,38,57,0.666666667,25,0.685400069,1,5,6,27,56,83,1.8,3.733333333,5.533333333,7,-0.932279468,3,-1.711638955,2,-1.64842803,2,5,7,25,74,99,1.666666667,4.933333333,6.6,30,-1.356219699,21,-0.391814721,26,-0.766982857,30,30,3,3.96917438,-5.855376405,9.824550785,14.17544921,PHI,NYG,34,10,FALSE,7,0,1,2,8
2021,2021_17_PHI_WAS,17,FALSE,WAS,32,20,16,4,TRUE,418,334,84,9,0.5625,0.5625,11,0.358129185,0,1,1,1,0.0625,15,0.109640489,330,312,5814,5117,363.375,319.8125,14,0.536868131,7,-0.889389908,118,94,2570,1663,160.625,103.9375,1,2.496244089,7,-0.691128047,212,218,3244,3454,202.75,215.875,22,-0.789281832,11,-0.555312735,9.664426688,-1.702990979,60.89114433,-35.35789629,3.805696521,-2.209868518,11,0.740152264,12,-0.51818377,0.062205449,0.133990767,37.88492627,-38.89554264,2.367807892,-2.430971415,2,1.79624106,5,-1.159701829,0.279608942,-0.11925097,23.00621806,3.537646351,1.437888629,0.221102897,15,0.154067025,16,-0.143137613,2,2,1,42,66,0.636363636,13,0.394974971,4,1,0.25,39,61,0.639344262,22,0.302693551,1,3,4,28,59,87,1.75,3.6875,5.4375,8,-0.943246279,3,-1.765864739,2,-1.65666037,3,4,7,28,78,106,1.75,4.875,6.625,29,-1.113457579,24,-0.432409714,27,-0.730147692,34,27,2,3.274891646,-4.986704894,8.26159654,-4.26159654,WAS,PHI,16,20,FALSE,7,1,2,0,9
2021,2021_18_DAL_PHI,18,TRUE,DAL,32,26,51,-25,FALSE,444,385,59,9,0.529411765,0.529411765,14,0.17626106,1,0,-1,0,0,18,-1.29E-17,315,475,6129,5592,360.5294118,328.9411765,14,0.468493683,10,-0.545401439,149,171,2719,1834,159.9411765,107.8823529,1,2.375479571,9,-0.476457256,166,304,3410,3758,200.5882353,221.0588235,25,-0.826516195,11,-0.30562286,6.919150451,37.42631497,67.81029478,2.068418685,3.98884087,0.121671687,9,0.772054948,16,0.063282395,0.155002631,0.357732669,43.00001309,-27.44809723,2.529412534,-1.614593955,1,1.959224709,10,-0.592227003,0.047475359,0.895823089,24.8102817,29.51651592,1.459428335,1.736265642,14,0.160029485,23,0.28480807,4,3,0.75,45,70,0.642857143,10,0.483079823,7,7,1,46,68,0.676470588,28,0.859535015,3,6,9,31,65,96,1.823529412,3.823529412,5.647058824,6,-0.857400803,3,-1.60598419,2,-1.510097351,1,2,3,29,80,109,1.705882353,4.705882353,6.411764706,31,-1.26974206,26,-0.653317016,28,-0.945819395,33,38,3,2.326279191,9.763116283,-7.436837091,-17.56316291,PHI,DAL,26,51,TRUE,8,0,1,2,9
2021,2021_19_PHI_TB,19,FALSE,TB,12,15,31,-16,FALSE,459,416,43,9,0.5,0.5,12,-1.550064694,2,1,-1,-1,-0.055555556,10,-0.51896311,341,349,6470,5941,359.4444444,330.0555556,9,-0.45818706,4,-0.159330306,95,106,2814,1940,156.3333333,107.7777778,1,2.238008819,5,-0.332295701,246,243,3656,4001,203.1111111,222.2777778,12,-1.866020602,5,0.019167622,-5.848747169,4.012032317,61.96154761,6.080451002,3.442308201,0.337802833,8,-0.072735182,9,0.770946111,-0.020490187,-0.135952021,42.65167991,-31.66260988,2.369537773,-1.759033882,2,1.681287188,6,-0.549204199,-0.119574217,0.200647438,19.3098677,37.74306088,1.072770428,2.096836716,11,-0.893656831,11,0.962599539,2,2,1,47,72,0.652777778,7,0.062329315,6,4,0.666666667,50,74,0.675675676,11,0.884944244,2,10,12,33,75,108,1.833333333,4.166666667,6,6,-0.382215905,3,-0.617104332,3,-0.601143758,4,4,8,33,84,117,1.833333333,4.666666667,6.5,11,-1.363245833,11,-1.201081044,12,-1.467934827,17,46,2,1.772854635,8.904495241,-7.131640606,-8.868359394,TB,PHI,31,15,TRUE,9,-1,1,1,9
2022,2022_01_PHI_DET,1,FALSE,DET,32,38,35,3,TRUE,38,35,3,1,1,1,1,1.032795559,0,1,1,1,1,7,0.481543412,455,386,455,386,455,386,3,1.400099699,21,0.48358024,216,181,216,181,216,181,3,1.894751676,28,1.219776524,239,205,239,205,239,205,14,0.118870004,12,-0.445892284,18.16871352,8.09880314,18.16871352,8.09880314,18.16871352,8.09880314,2,1.888168979,29,0.928872124,0.374061256,0.364674257,14.58838899,10.21087918,14.58838899,10.21087918,1,2.763586046,31,1.990637081,0.108494683,-0.055580948,3.580324529,-2.112076042,3.580324529,-2.112076042,10,0.405233508,13,-0.148052149,5,4,0.8,4,5,0.8,8,0.671071746,5,5,1,5,5,1,26,1.403150014,1,5,6,1,5,6,1,5,6,4,-0.824163384,12,-0.302636391,9,-0.547798435,1,5,6,1,5,6,1,5,6,23,-0.824163384,15,-0.302636391,17,-0.547798435,39,33,4,0,0,0,3,DET,PHI,35,38,FALSE,0,1,4,0,1
2022,2022_02_MIN_PHI,2,TRUE,MIN,32,24,7,17,TRUE,62,42,20,2,1,1,1,1.668115312,1,3,2,3,1.5,4,1.182395134,486,264,941,650,470.5,325,1,2.189924949,14,-0.289901465,163,62,379,243,189.5,121.5,2,1.949607683,20,0.203071263,323,202,562,407,281,203.5,7,0.951774391,12,-0.488136051,16.78350075,-12.60491921,34.95221428,-4.506116071,17.47610714,-2.253058036,1,2.29609635,12,-0.156064784,0.145097219,0.12792936,19.52169445,11.61810214,9.760847223,5.809051072,1,2.669882975,31,1.893341881,0.348535156,-0.291919629,15.43051983,-16.12421822,7.715259915,-8.062109108,7,1.012071053,3,-1.21109988,5,3,0.6,7,10,0.7,11,0.460192888,4,1,0.25,6,9,0.666666667,18,0.326670847,3,5,8,4,10,14,2,5,7,13,-0.280258657,14,-0.302061047,14,-0.31820211,2,7,9,3,12,15,1.5,6,7.5,23,-0.78228929,14,0.199116993,17,-0.182167087,34,34,3,33.91665053,21.58332021,12.33333031,4.666669687,PHI,MIN,24,7,FALSE,0,3,2,1,2
2022,2022_03_PHI_WAS,3,FALSE,WAS,32,24,8,16,TRUE,86,50,36,3,1,1,1,2.228344058,0,1,1,4,1.333333333,4,1.28102523,400,240,1341,890,447,296.6666667,1,2.377836893,5,-0.855914449,72,87,451,330,150.3333333,110,7,1.072306877,16,-0.107590806,328,153,890,560,296.6666667,186.6666667,3,1.343220887,6,-1.017786074,0.01391712,-23.26992449,34.9661314,-27.77604057,11.65537713,-9.258680189,1,1.895841256,6,-1.150503818,-0.51307169,-0.074125518,4.129543743,9.987340747,1.376514581,3.329113582,8,0.785867818,30,1.49670958,0.405422837,-0.408286096,30.83658765,-37.76338131,10.27886255,-12.58779377,5,1.666445738,2,-2.038837213,5,3,0.6,10,15,0.666666667,7,0.492966033,3,1,0.333333333,7,12,0.583333333,20,-0.13887732,3,6,9,7,16,23,2.333333333,5.333333333,7.666666667,17,-0.056623935,18,-0.193871454,19,-0.154801498,9,15,24,12,27,39,4,9,13,2,1.815411756,1,2.035735129,1,2.162990552,30,38,3,40.18375509,23.65214108,16.53161401,-0.531614011,WAS,PHI,8,24,FALSE,0,4,0,3,3
2022,2022_04_JAX_PHI,4,TRUE,JAX,32,29,21,8,TRUE,115,71,44,4,1,1,1,2.49878019,1,5,4,8,2,1,2.371997813,401,219,1742,1109,435.5,277.25,2,2.192635708,3,-1.339915145,210,71,661,401,165.25,100.25,5,1.401501832,9,-0.603299123,191,148,1081,708,270.25,177,6,0.933387982,7,-1.207354996,-6.31263568,-15.21649766,28.65349572,-42.99253823,7.163373929,-10.74813456,6,1.353781126,2,-1.598078662,0.115553174,-0.332854617,9.90720245,3.663103019,2.476800613,0.915775755,5,0.997424682,23,0.566308982,-0.431796228,-0.32934296,18.74629327,-46.65564124,4.686573317,-11.66391031,8,0.916385095,1,-2.078986533,6,4,0.666666667,14,21,0.666666667,8,0.492436572,3,2,0.666666667,9,15,0.6,16,-0.04022415,2,4,6,9,20,29,2.25,5,7.25,18,-0.084770118,15,-0.323437895,20,-0.253958909,4,3,7,16,30,46,4,7.5,11.5,1,2.298551941,3,1.394638158,3,1.862460072,50,28,5,16.00496568,10.36693717,5.638028502,2.361971498,PHI,JAX,29,21,FALSE,0,8,4,1,4
2022,2022_05_PHI_ARI,5,FALSE,ARI,32,20,17,3,TRUE,135,88,47,5,1,1,1,2.407717062,0,1,1,9,1.8,1,2.378946962,357,363,2099,1472,419.8,294.4,2,1.795866786,4,-1.151712147,139,124,800,525,160,105,4,1.339163844,10,-0.549513476,218,239,1299,947,259.8,189.4,7,0.754848188,5,-1.111685064,9.981370631,5.985855602,38.63486635,-37.00668262,7.726973269,-7.401336525,4,1.439483671,7,-1.184210566,0.188697835,-0.004762007,16.13423102,3.539290826,3.226846204,0.707858165,3,1.324780827,23,0.452822263,0.098798475,0.142085298,22.50063533,-40.54597345,4.500127065,-8.10919469,5,0.983190069,2,-1.626456631,4,2,0.5,16,25,0.64,12,0.309410563,3,2,0.666666667,11,18,0.611111111,17,0.117489807,2,5,7,11,25,36,2.2,5,7.2,16,-0.123496417,12,-0.337683608,16,-0.274369088,1,2,3,17,32,49,3.4,6.4,9.8,4,1.43123857,8,0.576785189,5,0.933880628,33,38,2,6.439721736,-4.284213227,10.72393496,-7.723934963,ARI,PHI,17,20,FALSE,0,9,2,0,5
2022,2022_06_DAL_PHI,6,TRUE,DAL,28,26,17,9,TRUE,161,105,56,6,1,1,1,2.507374522,0,3,3,12,2,1,2.903882947,268,315,2367,1787,394.5,297.8333333,2,1.389232509,4,-1.08152702,136,134,936,659,156,109.8333333,5,1.231231119,13,-0.323718349,132,181,1431,1128,238.5,188,10,0.294916853,6,-0.980232024,-2.152683675,-4.123705621,36.48218267,-41.13038824,6.080363779,-6.855064707,3,1.307335527,4,-1.220331187,-0.134764044,0.163782395,10.74366926,7.797633103,1.790611544,1.299605517,4,0.979286146,24,0.933516708,0.111650968,-0.220580208,25.73851341,-48.92802135,4.289752235,-8.154670225,4,0.968926592,1,-1.860353526,4,3,0.75,19,29,0.655172414,5,0.798934664,3,2,0.666666667,13,21,0.619047619,16,0.269744638,4,4,8,15,29,44,2.5,4.833333333,7.333333333,17,0.11852177,11,-0.41872709,12,-0.247025395,0,4,4,17,36,53,2.833333333,6,8.833333333,7,0.593484838,10,0.297003543,8,0.426977403,40,29,3,8.005962725,3.894207973,4.111754752,4.888245248,PHI,DAL,26,17,FALSE,0,12,1,2,6
2022,2022_08_PIT_PHI,8,TRUE,PIT,30,35,13,22,TRUE,196,118,78,7,1,1,1,2.433506278,0,2,2,14,2,1,2.908936797,401,302,2768,2089,395.4285714,298.4285714,2,1.527373791,4,-1.293108019,111,144,1047,803,149.5714286,114.7142857,6,0.94353889,14,-0.285967348,290,158,1721,1286,245.8571429,183.7142857,8,0.610768123,4,-1.159236929,18.90781029,-3.875913341,55.38999296,-45.00630159,7.912856138,-6.429471655,2,2.011205588,3,-1.377349267,0.102563325,0.3888803,12.79493577,17.13076031,1.827847967,2.447251472,4,1.014619617,28,1.475505414,0.510804357,-0.287153055,42.59505719,-62.13706189,6.085008171,-8.876723127,2,1.708347156,2,-2.172880985,5,5,1,24,34,0.705882353,5,1.245120844,4,1,0.25,14,25,0.56,11,-0.514263455,3,4,7,18,33,51,2.571428571,4.714285714,7.285714286,21,0.224598789,11,-0.506095981,14,-0.29554593,6,11,17,23,47,70,3.285714286,6.714285714,10,2,1.373022189,4,1.189658044,4,1.385363139,20,33,5,10.0856306,-5.367067034,15.45269763,6.54730237,PHI,PIT,35,13,FALSE,0,14,1,4,7
